gene,logP
TRINITY_DN294140_c3_g1,-0.0799543855372002
TRINITY_DN316907_c0_g2,-0.0796890600953671
TRINITY_DN35981_c0_g2,-0.0782148050539028
TRINITY_DN352273_c0_g1,-0.0782148023289382
TRINITY_DN493748_c0_g1,-0.0782147974480093
TRINITY_DN310028_c0_g1,-0.0771404511900281
TRINITY_DN316908_c2_g2,-0.0766650474494777
TRINITY_DN316977_c6_g1,-0.0745150080216947
TRINITY_DN314216_c6_g3,-0.0741703792804835
TRINITY_DN314648_c0_g1,-0.0739955209930419
TRINITY_DN316216_c1_g3,-0.0730965115585466
TRINITY_DN296797_c0_g1,-0.072864590361898
TRINITY_DN102667_c0_g1,-0.0718863238516277
TRINITY_DN296213_c3_g1,-0.0712997702582375
TRINITY_DN173788_c0_g1,-0.065409727120788
TRINITY_DN296217_c5_g1,-0.0648283024826429
TRINITY_DN294103_c6_g4,-0.0637597773980263
TRINITY_DN312767_c0_g1,-0.0635667922118143
TRINITY_DN294186_c0_g1,-0.0629423381094077
TRINITY_DN310087_c0_g1,-0.0572526440417827
TRINITY_DN278317_c0_g1,-0.0548595717939318
TRINITY_DN316288_c0_g2,-0.0542974328352631
TRINITY_DN314270_c2_g2,-0.0523813741303887
TRINITY_DN594285_c0_g1,-0.0502495206242937
TRINITY_DN298233_c0_g1,-0.0502495123247433
TRINITY_DN294675_c1_g5,-0.049440211039953
TRINITY_DN316217_c1_g1,-0.0460545273569083
TRINITY_DN278316_c0_g1,-0.04595656803636
TRINITY_DN312086_c3_g1,-0.0402808524344304
TRINITY_DN312706_c3_g1,-0.0385322736951208
TRINITY_DN276026_c0_g1,-0.0370596109633038
TRINITY_DN312086_c5_g2,-0.0343526160880803
TRINITY_DN274803_c0_g1,-0.0333873762506017
TRINITY_DN271512_c0_g1,-0.0328950050419186
TRINITY_DN211130_c0_g1,-0.032589471062578
TRINITY_DN104226_c0_g1,-0.0325850565793751
TRINITY_DN276919_c0_g1,-0.0309026704789061
TRINITY_DN294146_c0_g1,-0.0304724398538694
TRINITY_DN643054_c0_g1,-0.0284611213186273
TRINITY_DN316920_c3_g2,-0.0260401028809549
TRINITY_DN175466_c0_g1,-0.0241755606931113
TRINITY_DN526798_c0_g1,-0.0228744440318094
TRINITY_DN22610_c0_g1,-0.0216093344578032
TRINITY_DN31079_c0_g1,-0.0192676927465222
TRINITY_DN296269_c1_g1,-0.0183449127069727
TRINITY_DN317248_c3_g2,-0.0177613010587492
TRINITY_DN371701_c0_g1,-0.017195371203684
TRINITY_DN271272_c0_g1,-0.015079177008534
TRINITY_DN278907_c0_g2,-0.0141409729973306
TRINITY_DN311776_c0_g1,-0.0140916272370985
TRINITY_DN35997_c0_g1,-0.0116416914195223
TRINITY_DN314888_c0_g1,-0.00929098717853349
TRINITY_DN223612_c0_g1,-0.00876009769294607
TRINITY_DN294146_c2_g4,-0.00856011665850678
TRINITY_DN276602_c0_g1,-0.00604423328006669
TRINITY_DN316954_c4_g2,-0.00543830665951386
TRINITY_DN5239_c0_g1,-0.00424858177015734
TRINITY_DN311739_c0_g2,-0.00399986126595531
TRINITY_DN4840_c0_g1,-0.00150238456278455
TRINITY_DN312043_c5_g1,-0.000972016791741951
TRINITY_DN3355_c0_g1,-0.000554788643674727
TRINITY_DN29676_c0_g1,-0.000552932221354542
TRINITY_DN496207_c0_g1,-0.000552533369464012
TRINITY_DN67090_c0_g1,-0.000549791239094479
TRINITY_DN106004_c0_g1,-0.000534938528456072
TRINITY_DN542348_c0_g1,-0.000533556962817943
TRINITY_DN311472_c0_g4,-0.000525240306165417
TRINITY_DN256685_c0_g1,-0.000523077324237443
TRINITY_DN649549_c0_g1,-0.000517811099928676
TRINITY_DN311035_c5_g2,-0.000509743677882158
TRINITY_DN299037_c3_g1,-0.000507071414793774
TRINITY_DN314633_c5_g10,-0.000507016078934185
TRINITY_DN254047_c2_g1,-0.000506433000298786
TRINITY_DN663111_c0_g1,-0.000496513289836506
TRINITY_DN277257_c0_g1,-0.000495404016980455
TRINITY_DN102014_c0_g1,-0.000494264585353013
TRINITY_DN27458_c0_g1,-0.0004895326975543
TRINITY_DN523716_c0_g1,-0.000484704101211952
TRINITY_DN10241_c0_g1,-0.000482286584290224
TRINITY_DN1540_c0_g1,-0.000482286504509765
TRINITY_DN104622_c0_g1,-0.000480215136376982
TRINITY_DN626214_c0_g1,-0.000480215135787726
TRINITY_DN38073_c0_g1,-0.000477706100179228
TRINITY_DN4011_c0_g1,-0.000475937762793225
TRINITY_DN317251_c2_g1,-0.000469849615400376
TRINITY_DN38076_c0_g1,-0.000469849614195773
TRINITY_DN278810_c0_g1,-0.000461456766044017
TRINITY_DN380770_c0_g1,-0.000458525734671315
TRINITY_DN318565_c0_g1,-0.000458525731586923
TRINITY_DN11020_c0_g1,-0.000458525729736109
TRINITY_DN274734_c0_g1,-0.000457884337423172
TRINITY_DN375621_c0_g1,-0.000452531676737697
TRINITY_DN340674_c0_g1,-0.000451684802555457
TRINITY_DN22673_c0_g1,-0.000451684800676555
TRINITY_DN256440_c0_g1,-0.000449153506896132
TRINITY_DN107_c0_g1,-0.000445534348913883
TRINITY_DN231596_c0_g1,-0.000443092341281251
TRINITY_DN684698_c0_g1,-0.000440978410094423
TRINITY_DN173988_c0_g1,-0.000439400405710456
TRINITY_DN255930_c0_g1,-0.000438346393104826
TRINITY_DN40121_c0_g1,-0.000438135461276187
TRINITY_DN13606_c0_g1,-0.000437301174327398
TRINITY_DN312095_c0_g1,-0.000436126541730065
TRINITY_DN254116_c2_g1,-0.000433451186105096
TRINITY_DN674850_c0_g1,-0.000433340357375748
TRINITY_DN312082_c2_g2,-0.000422278284581118
TRINITY_DN299202_c0_g1,-0.000419932741538896
TRINITY_DN311071_c2_g1,-0.000417250160319338
TRINITY_DN6305_c0_g1,-0.000417250160319338
TRINITY_DN620746_c0_g1,-0.000411500170221803
TRINITY_DN176990_c0_g1,-0.000411500170221803
TRINITY_DN4990_c0_g2,-0.000411500170221803
TRINITY_DN656639_c0_g1,-0.000411500170221803
TRINITY_DN371127_c0_g1,-0.000409813747249744
TRINITY_DN484524_c0_g1,-0.000409036468333303
TRINITY_DN316976_c0_g1,-0.000409036462801131
TRINITY_DN656669_c0_g1,-0.000409036462801131
TRINITY_DN372992_c0_g1,-0.000406715480635301
TRINITY_DN175456_c0_g1,-0.000395123906296317
TRINITY_DN111549_c0_g1,-0.000395123905132898
TRINITY_DN49651_c0_g1,-0.000390923306967059
TRINITY_DN11554_c0_g1,-0.000389622526509706
TRINITY_DN375607_c0_g1,-0.000389622525057191
TRINITY_DN118_c0_g1,-0.000389622522879306
TRINITY_DN317246_c8_g1,-0.000389065005136483
TRINITY_DN384258_c0_g1,-0.00038709211038887
TRINITY_DN687972_c0_g1,-0.000385585545594841
TRINITY_DN31625_c0_g1,-0.000385273092561503
TRINITY_DN45737_c0_g1,-0.00038527309109289
TRINITY_DN314884_c0_g7,-0.00038527307714256
TRINITY_DN612346_c0_g1,-0.000384760960801979
TRINITY_DN292367_c0_g2,-0.000384701022815397
TRINITY_DN591554_c0_g1,-0.000384682850006849
TRINITY_DN256418_c0_g1,-0.000381850256874688
TRINITY_DN6669_c0_g1,-0.000380886550159438
TRINITY_DN340187_c0_g1,-0.000377703589348007
TRINITY_DN67052_c0_g1,-0.000376236824419585
TRINITY_DN293395_c0_g1,-0.000373710555408719
TRINITY_DN5236_c0_g1,-0.000373275444072982
TRINITY_DN298235_c3_g1,-0.000372006713135815
TRINITY_DN61605_c0_g1,-0.000369531399807368
TRINITY_DN59151_c0_g1,-0.000366037655913722
TRINITY_DN461683_c0_g1,-0.0003654967036803
TRINITY_DN2784_c0_g1,-0.000365291174234836
TRINITY_DN238270_c0_g1,-0.000364440279084907
TRINITY_DN259155_c0_g1,-0.000362038976222018
TRINITY_DN485632_c0_g1,-0.000359165186813379
TRINITY_DN312006_c6_g1,-0.000357952873612422
TRINITY_DN55393_c0_g1,-0.000357952873612422
TRINITY_DN271514_c0_g1,-0.00035653488835632
TRINITY_DN4434_c0_g1,-0.000355220554743565
TRINITY_DN4402_c0_g1,-0.000355220552354738
TRINITY_DN664046_c0_g1,-0.000355220550762113
TRINITY_DN29825_c0_g1,-0.000355220550762113
TRINITY_DN670225_c0_g1,-0.000355220550762113
TRINITY_DN384729_c0_g1,-0.000349320302118081
TRINITY_DN668785_c0_g1,-0.000349320302118081
TRINITY_DN464932_c0_g1,-0.000348679682472808
TRINITY_DN492033_c0_g1,-0.000348679682472808
TRINITY_DN627211_c0_g1,-0.000348679682472808
TRINITY_DN460292_c0_g1,-0.000348679682472808
TRINITY_DN116761_c0_g1,-0.000348679680039016
TRINITY_DN116769_c0_g1,-0.000347412327382697
TRINITY_DN277229_c0_g1,-0.000347412327382697
TRINITY_DN35972_c0_g1,-0.000347412327382697
TRINITY_DN151682_c0_g1,-0.000344770681273665
TRINITY_DN544011_c0_g1,-0.000342699745843539
TRINITY_DN455038_c0_g1,-0.000342699745534458
TRINITY_DN110297_c0_g1,-0.000341189289573565
TRINITY_DN463390_c0_g1,-0.00033807353878236
TRINITY_DN1144_c0_g1,-0.000337660160411201
TRINITY_DN393_c0_g1,-0.000335845868771873
TRINITY_DN296705_c1_g1,-0.000335845867929597
TRINITY_DN3515_c0_g1,-0.000335845867929597
TRINITY_DN371473_c0_g1,-0.000335845867929597
TRINITY_DN3534_c0_g1,-0.000335845867929597
TRINITY_DN299785_c1_g7,-0.000335049691964835
TRINITY_DN293683_c0_g2,-0.000334921325901317
TRINITY_DN276588_c0_g1,-0.000331091216029045
TRINITY_DN234972_c0_g1,-0.00032876944246893
TRINITY_DN255850_c0_g1,-0.000327812105277553
TRINITY_DN317266_c4_g4,-0.000325973766845923
TRINITY_DN106983_c0_g1,-0.000325973765978556
TRINITY_DN68795_c0_g1,-0.000325973765978556
TRINITY_DN227741_c0_g1,-0.000322540457096189
TRINITY_DN22018_c0_g1,-0.000322397606700876
TRINITY_DN294675_c0_g1,-0.000322397606700876
TRINITY_DN3754_c0_g1,-0.000322397606700876
TRINITY_DN544622_c0_g1,-0.000322397606700876
TRINITY_DN312006_c1_g6,-0.000322397604069021
TRINITY_DN278993_c0_g1,-0.000321073779240761
TRINITY_DN231560_c0_g1,-0.000320870483423017
TRINITY_DN231200_c0_g1,-0.000315868903402948
TRINITY_DN668489_c0_g1,-0.000315818598376966
TRINITY_DN298605_c2_g1,-0.000313945704229872
TRINITY_DN341_c0_g1,-0.000312830920412384
TRINITY_DN226612_c0_g1,-0.000312703836877974
TRINITY_DN312006_c1_g8,-0.000306103035712367
TRINITY_DN455683_c0_g1,-0.00030218348688422
TRINITY_DN29864_c0_g1,-0.000302026134076334
TRINITY_DN231540_c0_g2,-0.000302026132203821
TRINITY_DN312732_c0_g2,-0.000295630724352637
TRINITY_DN222992_c0_g1,-0.000293042486953807
TRINITY_DN23415_c0_g1,-0.000292121940332625
TRINITY_DN299785_c3_g1,-0.000292121938396052
TRINITY_DN344645_c0_g1,-0.000287933191031962
TRINITY_DN312006_c1_g7,-0.000282022666232861
